GENE P MarkerN MarkerNTEST genename Annotation
ENSG00000130921 0.747854871149277 6 6 C12orf65 HiCpLOF
ENSG00000137098 0.74789412707058 10 10 SPAG8 HiCpLOF
ENSG00000186115 0.748414420150502 12 12 CYP4F2 HiCpLOF
ENSG00000096872 0.748492467988819 17 17 IFT74 HiCpLOF
ENSG00000156049 0.748523298390244 12 12 GNA14 HiCpLOF
ENSG00000111305 0.748812767771826 14 14 GSG1 HiCpLOF
ENSG00000183605 0.748829388320363 11 11 SFXN4 HiCpLOF
ENSG00000076555 0.749009212357005 55 55 ACACB HiCpLOF
ENSG00000138101 0.749036803329536 20 20 DTNB HiCpLOF
ENSG00000183117 0.749150308926054 39 39 CSMD1 HiCpLOF
ENSG00000104626 0.749433135026998 18 18 ERI1 HiCpLOF
ENSG00000157014 0.749478577813527 17 17 TATDN2 HiCpLOF
ENSG00000240771 0.749600500362195 19 19 ARHGEF25 HiCpLOF
ENSG00000131400 0.749637715752175 9 9 NAPSA HiCpLOF
ENSG00000083093 0.749704285298028 38 38 PALB2 HiCpLOF
ENSG00000286022 0.749840118811592 15 15 AL121899.2 HiCpLOF
ENSG00000125780 0.749840118811592 15 15 TGM3 HiCpLOF
ENSG00000150556 0.749921016796881 7 7 LYPD6B HiCpLOF
ENSG00000140873 0.749977981352718 45 45 ADAMTS18 HiCpLOF
ENSG00000118873 0.750347412849592 28 28 RAB3GAP2 HiCpLOF
ENSG00000132470 0.750505801077754 42 42 ITGB4 HiCpLOF
ENSG00000197766 0.750643055413739 9 9 CFD HiCpLOF
ENSG00000151388 0.750845978086285 28 28 ADAMTS12 HiCpLOF
ENSG00000129951 0.750878681091975 9 9 PLPPR3 HiCpLOF
ENSG00000105617 0.750959854139263 12 12 LENG1 HiCpLOF
ENSG00000169026 0.751183056038282 18 18 SLC49A3 HiCpLOF
ENSG00000124107 0.751354347081675 5 5 SLPI HiCpLOF
ENSG00000240403 0.751369764918016 11 11 KIR3DL2 HiCpLOF
ENSG00000174373 0.751498724737599 31 31 RALGAPA1 HiCpLOF
ENSG00000114455 0.751701746545464 14 14 HHLA2 HiCpLOF
ENSG00000149260 0.751766070523581 23 23 CAPN5 HiCpLOF
ENSG00000172732 0.751791201825608 23 23 MUS81 HiCpLOF
ENSG00000096063 0.751943231432835 13 13 SRPK1 HiCpLOF
ENSG00000203837 0.752071591931157 17 17 PNLIPRP3 HiCpLOF
ENSG00000189409 0.75219332757642 9 9 MMP23B HiCpLOF
ENSG00000184277 0.75240804625302 8 8 TM2D3 HiCpLOF
ENSG00000172554 0.75247517419665 20 20 SNTG2 HiCpLOF
ENSG00000160783 0.752923147647128 8 8 PMF1 HiCpLOF
ENSG00000143365 0.752979791147166 4 4 RORC HiCpLOF
ENSG00000100365 0.753020330461241 9 9 NCF4 HiCpLOF
ENSG00000183751 0.753119803663257 14 14 TBL3 HiCpLOF
ENSG00000069966 0.75313667815649 10 10 GNB5 HiCpLOF
ENSG00000254245 0.753139728518175 27 27 PCDHGA3 HiCpLOF
ENSG00000164077 0.753174472634482 17 17 MON1A HiCpLOF
ENSG00000100578 0.7532313191936 33 33 KIAA0586 HiCpLOF
ENSG00000124104 0.753342910256222 8 8 SNX21 HiCpLOF
ENSG00000120693 0.753393936856318 16 16 SMAD9 HiCpLOF
ENSG00000099219 0.753581402333595 44 44 ERMP1 HiCpLOF
ENSG00000071205 0.753645841402054 25 25 ARHGAP10 HiCpLOF
ENSG00000203972 0.753659301990556 8 8 GLYATL3 HiCpLOF
ENSG00000109118 0.75376972713384 5 5 PHF12 HiCpLOF
ENSG00000118231 0.753881404223222 3 3 CRYGD HiCpLOF
ENSG00000103154 0.753945119479073 16 16 NECAB2 HiCpLOF
ENSG00000149651 0.7541459198908 7 7 SPINT4 HiCpLOF
ENSG00000146376 0.754181983818146 20 20 ARHGAP18 HiCpLOF
ENSG00000167600 0.75438899130808 12 12 CYP2S1 HiCpLOF
ENSG00000103335 0.754841583048567 88 88 PIEZO1 HiCpLOF
ENSG00000141971 0.754896323212024 9 9 MVB12A HiCpLOF
ENSG00000163155 0.754957454405508 4 4 LYSMD1 HiCpLOF
ENSG00000007376 0.755001910004491 11 11 RPUSD1 HiCpLOF
ENSG00000244482 0.75505297432026 12 12 LILRA6 HiCpLOF
ENSG00000198836 0.755451828154009 17 17 OPA1 HiCpLOF
ENSG00000150681 0.755493716938408 5 5 RGS18 HiCpLOF
ENSG00000142789 0.75552162833415 7 7 CELA3A HiCpLOF
ENSG00000258588 0.755653615981629 31 31 TRIM6-TRIM34 HiCpLOF
ENSG00000157653 0.755697119569011 15 15 C9orf43 HiCpLOF
ENSG00000175920 0.755787904903798 27 27 DOK7 HiCpLOF
ENSG00000121900 0.755799379587445 6 6 TMEM54 HiCpLOF
ENSG00000122707 0.755915123329385 17 17 RECK HiCpLOF
ENSG00000164309 0.755931601644311 99 99 CMYA5 HiCpLOF
ENSG00000164074 0.756233584530584 18 18 ABHD18 HiCpLOF
ENSG00000171962 0.756620937416471 11 11 DRC3 HiCpLOF
ENSG00000196139 0.756774339936845 20 20 AKR1C3 HiCpLOF
ENSG00000131471 0.75706722079612 29 29 AOC3 HiCpLOF
ENSG00000235718 0.757076102552006 29 29 MFRP HiCpLOF
ENSG00000004948 0.757268399486918 15 15 CALCR HiCpLOF
ENSG00000117501 0.757394196390922 27 27 MROH9 HiCpLOF
ENSG00000183476 0.757443975832172 11 11 SH2D7 HiCpLOF
ENSG00000187862 0.757467485700093 17 17 TTC24 HiCpLOF
ENSG00000121064 0.757615973146989 5 5 SCPEP1 HiCpLOF
ENSG00000082175 0.757937361336293 6 6 PGR HiCpLOF
ENSG00000165807 0.758039224750771 12 12 PPP1R36 HiCpLOF
ENSG00000153820 0.758175155213962 28 28 SPHKAP HiCpLOF
ENSG00000162877 0.758212479419662 19 19 PM20D1 HiCpLOF
ENSG00000141027 0.758324301318181 12 12 NCOR1 HiCpLOF
ENSG00000116133 0.758467580668205 7 7 DHCR24 HiCpLOF
ENSG00000175592 0.758477906851636 6 6 FOSL1 HiCpLOF
ENSG00000162654 0.759095222191749 15 15 GBP4 HiCpLOF
ENSG00000185069 0.759342106569403 12 12 KRT76 HiCpLOF
ENSG00000108759 0.759347826872954 11 11 KRT32 HiCpLOF
ENSG00000157703 0.759366839667812 17 17 SVOPL HiCpLOF
ENSG00000239672 0.759447365600726 5 5 NME1 HiCpLOF
ENSG00000148814 0.75949080881237 20 20 LRRC27 HiCpLOF
ENSG00000185842 0.759732829823728 172 172 DNAH14 HiCpLOF
ENSG00000104946 0.75979920932758 16 16 TBC1D17 HiCpLOF
ENSG00000167395 0.759805506180714 24 24 ZNF646 HiCpLOF
ENSG00000032742 0.759874786835787 18 18 IFT88 HiCpLOF
ENSG00000248713 0.76047065355752 31 31 C4orf54 HiCpLOF
ENSG00000001630 0.760839262534459 13 13 CYP51A1 HiCpLOF
ENSG00000159212 0.760885586571792 14 14 CLIC6 HiCpLOF
ENSG00000181031 0.760922879862899 12 12 RPH3AL HiCpLOF
ENSG00000183066 0.760936930319675 11 11 WBP2NL HiCpLOF
ENSG00000128944 0.760943710835321 8 8 KNSTRN HiCpLOF
ENSG00000163918 0.761037840676638 26 26 RFC4 HiCpLOF
ENSG00000156162 0.761114644833946 19 19 DPY19L4 HiCpLOF
ENSG00000138944 0.761623120238447 5 5 SHISAL1 HiCpLOF
ENSG00000184716 0.762336560884017 25 25 SERINC4 HiCpLOF
ENSG00000123415 0.762432540568263 5 5 SMUG1 HiCpLOF
ENSG00000112599 0.762493767712473 7 7 GUCA1B HiCpLOF
ENSG00000075239 0.762499130214848 16 16 ACAT1 HiCpLOF
ENSG00000242612 0.762558584536848 9 9 DECR2 HiCpLOF
ENSG00000026751 0.762565681069749 11 11 SLAMF7 HiCpLOF
ENSG00000174606 0.762604115874542 12 12 ANGEL2 HiCpLOF
ENSG00000136108 0.762790450044371 23 23 CKAP2 HiCpLOF
ENSG00000138678 0.762812804091922 13 13 GPAT3 HiCpLOF
ENSG00000115107 0.762852397304812 13 13 STEAP3 HiCpLOF
ENSG00000135763 0.763565371770974 42 42 URB2 HiCpLOF
ENSG00000134215 0.763575468091165 20 20 VAV3 HiCpLOF
ENSG00000023608 0.763652400402325 20 20 SNAPC1 HiCpLOF
ENSG00000124227 0.763775809034199 7 7 ANKRD60 HiCpLOF
ENSG00000140265 0.763846327230526 17 17 ZSCAN29 HiCpLOF
ENSG00000109758 0.764023451136313 20 20 HGFAC HiCpLOF
ENSG00000188883 0.764544529663525 18 18 KLRG2 HiCpLOF
ENSG00000120992 0.764765809621949 5 5 LYPLA1 HiCpLOF
ENSG00000243566 0.765088382273794 17 17 UPK3B HiCpLOF
ENSG00000163701 0.765115095082355 16 16 IL17RE HiCpLOF
ENSG00000106819 0.765133794069433 13 13 ASPN HiCpLOF
ENSG00000249693 0.765200747119498 15 15 THEGL HiCpLOF
ENSG00000115271 0.765464539953366 10 10 GCA HiCpLOF
ENSG00000107175 0.765797430439944 4 4 CREB3 HiCpLOF
ENSG00000162040 0.766050691235195 5 5 HS3ST6 HiCpLOF
ENSG00000267673 0.766209869312616 4 4 FDX2 HiCpLOF
ENSG00000182718 0.766323849782595 5 5 ANXA2 HiCpLOF
ENSG00000168101 0.766442197723408 6 6 NUDT16L1 HiCpLOF
ENSG00000127311 0.766451761934527 34 34 HELB HiCpLOF
ENSG00000108582 0.766941920183627 21 21 CPD HiCpLOF
ENSG00000104691 0.7669688006755 8 8 UBXN8 HiCpLOF
ENSG00000156958 0.767023725420396 14 14 GALK2 HiCpLOF
ENSG00000136883 0.767224702488317 22 22 KIF12 HiCpLOF
ENSG00000167311 0.767583959818213 11 11 ART5 HiCpLOF
ENSG00000088827 0.768024369469114 63 63 SIGLEC1 HiCpLOF
ENSG00000198746 0.768092880411325 16 16 GPATCH3 HiCpLOF
ENSG00000148175 0.768111419608112 9 9 STOM HiCpLOF
ENSG00000164920 0.768153798851416 4 4 OSR2 HiCpLOF
ENSG00000188175 0.768168762092435 18 18 HEPACAM2 HiCpLOF
ENSG00000155367 0.768231691132058 17 17 PPM1J HiCpLOF
ENSG00000147509 0.768282650130045 5 5 RGS20 HiCpLOF
ENSG00000198183 0.768296880547831 8 8 BPIFA1 HiCpLOF
ENSG00000103512 0.768481953971248 20 20 NOMO1 HiCpLOF
ENSG00000215915 0.768628565260557 11 11 ATAD3C HiCpLOF
ENSG00000100142 0.768744289826689 6 6 POLR2F HiCpLOF
ENSG00000133739 0.76884501880553 36 36 LRRCC1 HiCpLOF
ENSG00000108679 0.768975508234721 5 5 LGALS3BP HiCpLOF
ENSG00000141519 0.769005730113054 35 35 CCDC40 HiCpLOF
ENSG00000136169 0.769057857894147 13 13 SETDB2 HiCpLOF
ENSG00000160882 0.769143519402294 21 21 CYP11B1 HiCpLOF
ENSG00000145107 0.769312998577028 7 7 TM4SF19 HiCpLOF
ENSG00000204963 0.76938267819047 27 27 PCDHA7 HiCpLOF
ENSG00000185024 0.769557486592412 25 25 BRF1 HiCpLOF
ENSG00000168263 0.770108458398303 28 28 KCNV2 HiCpLOF
ENSG00000132394 0.770123718788569 12 12 EEFSEC HiCpLOF
ENSG00000241635 0.770257757170726 12 12 UGT1A1 HiCpLOF
ENSG00000170209 0.770351263685383 9 9 ANKK1 HiCpLOF
ENSG00000122435 0.770612803832744 13 13 TRMT13 HiCpLOF
ENSG00000204403 0.770757728614624 21 21 CASP12 HiCpLOF
ENSG00000185189 0.770824543781007 18 18 NRBP2 HiCpLOF
ENSG00000163608 0.770879054465831 16 16 NEPRO HiCpLOF
ENSG00000183317 0.770938951137707 37 37 EPHA10 HiCpLOF
ENSG00000112706 0.77111338270012 25 25 IMPG1 HiCpLOF
ENSG00000135314 0.771272514623704 12 12 KHDC1 HiCpLOF
ENSG00000067596 0.771422631851991 29 29 DHX8 HiCpLOF
ENSG00000213366 0.771593441838548 7 7 GSTM2 HiCpLOF
ENSG00000074410 0.771611523119358 7 7 CA12 HiCpLOF
ENSG00000168907 0.771624935816906 28 28 PLA2G4F HiCpLOF
ENSG00000073331 0.771727890163812 37 37 ALPK1 HiCpLOF
ENSG00000163297 0.771859066990719 17 17 ANTXR2 HiCpLOF
ENSG00000164821 0.772037955073533 5 5 DEFA4 HiCpLOF
ENSG00000072201 0.77212075154485 25 25 LNX1 HiCpLOF
ENSG00000122970 0.772135638832353 19 19 IFT81 HiCpLOF
ENSG00000164334 0.772142541168414 13 13 FAM170A HiCpLOF
ENSG00000049283 0.772433841798377 11 11 EPN3 HiCpLOF
ENSG00000196678 0.772513174364516 13 13 ERI2 HiCpLOF
ENSG00000170445 0.772573914404337 14 14 HARS1 HiCpLOF
ENSG00000164659 0.772604062306911 16 16 ELAPOR2 HiCpLOF
ENSG00000135953 0.772631676264807 12 12 MFSD9 HiCpLOF
ENSG00000102805 0.772638125282653 8 8 CLN5 HiCpLOF
ENSG00000171219 0.772808338896611 35 35 CDC42BPG HiCpLOF
ENSG00000110628 0.772839734814478 10 10 SLC22A18 HiCpLOF
ENSG00000179094 0.772888508609724 40 40 PER1 HiCpLOF
ENSG00000169402 0.773112034490712 10 10 RSPH10B2 HiCpLOF
ENSG00000100823 0.773218761180987 10 10 APEX1 HiCpLOF
ENSG00000198945 0.773251995985211 5 5 L3MBTL3 HiCpLOF
ENSG00000166821 0.773566854962392 3 3 PEX11A HiCpLOF
ENSG00000154025 0.773595649015705 28 28 SLC5A10 HiCpLOF
ENSG00000167207 0.773775514827962 23 23 NOD2 HiCpLOF
ENSG00000213782 0.77417995143777 13 13 DDX47 HiCpLOF
ENSG00000205426 0.774207848057952 7 7 KRT81 HiCpLOF
ENSG00000151062 0.774401119647391 30 30 CACNA2D4 HiCpLOF
ENSG00000154553 0.774515575063485 8 8 PDLIM3 HiCpLOF
ENSG00000137822 0.774596661794845 19 19 TUBGCP4 HiCpLOF
ENSG00000068781 0.77475400289123 42 42 STON1-GTF2A1L HiCpLOF
ENSG00000127083 0.775178360629377 10 10 OMD HiCpLOF
ENSG00000163541 0.775428121613926 9 9 SUCLG1 HiCpLOF
ENSG00000175600 0.775457524499271 8 8 SUGCT HiCpLOF
ENSG00000129484 0.775490843964245 27 27 PARP2 HiCpLOF
ENSG00000140694 0.775620234373515 9 9 PARN HiCpLOF
ENSG00000135596 0.775769006080656 38 38 MICAL1 HiCpLOF
ENSG00000178295 0.775864688565308 18 18 GEN1 HiCpLOF
ENSG00000171872 0.775942355809715 16 16 KLF17 HiCpLOF
ENSG00000110046 0.776095315456651 36 36 ATG2A HiCpLOF
ENSG00000166548 0.776174458351645 14 14 TK2 HiCpLOF
ENSG00000111713 0.776198332676962 28 28 GYS2 HiCpLOF
ENSG00000169359 0.77650897682257 7 7 SLC33A1 HiCpLOF
ENSG00000112769 0.776620077704426 33 33 LAMA4 HiCpLOF
ENSG00000167925 0.776641090203051 23 23 GHDC HiCpLOF
ENSG00000145214 0.776967253086408 29 29 DGKQ HiCpLOF
ENSG00000185946 0.777099469506593 13 13 RNPC3 HiCpLOF
ENSG00000171346 0.777211782745301 9 9 KRT15 HiCpLOF
ENSG00000187824 0.777238965912285 7 7 TMEM220 HiCpLOF
ENSG00000183248 0.777518983064232 23 23 PRR36 HiCpLOF
ENSG00000164318 0.777605959482426 23 23 EGFLAM HiCpLOF
ENSG00000172116 0.777700959708303 5 5 CD8B HiCpLOF
ENSG00000138231 0.777809868922502 13 13 DBR1 HiCpLOF
ENSG00000138744 0.777844456949358 11 11 NAAA HiCpLOF
ENSG00000160185 0.777905951222672 18 18 UBASH3A HiCpLOF
ENSG00000141956 0.77799377000091 38 38 PRDM15 HiCpLOF
ENSG00000156232 0.778212244429144 39 39 WHAMM HiCpLOF
ENSG00000106290 0.778280942371734 19 19 TAF6 HiCpLOF
ENSG00000077327 0.778399963234695 19 19 SPAG6 HiCpLOF
ENSG00000177034 0.778453369921424 11 11 MTX3 HiCpLOF
ENSG00000076258 0.778454570665529 17 17 FMO4 HiCpLOF
ENSG00000135540 0.778570923852848 22 22 NHSL1 HiCpLOF
ENSG00000174948 0.77870333444309 12 12 GPR149 HiCpLOF
ENSG00000177558 0.778777766167237 6 6 FAM187B HiCpLOF
ENSG00000150527 0.778894713757962 32 32 MIA2 HiCpLOF
ENSG00000172936 0.779356438007569 8 8 MYD88 HiCpLOF
ENSG00000008405 0.779417622527622 22 22 CRY1 HiCpLOF
ENSG00000188199 0.779466469596606 5 5 NUTM2B HiCpLOF
ENSG00000067606 0.77980502774452 2 2 PRKCZ HiCpLOF
ENSG00000204438 0.779878810388617 8 8 GPANK1 HiCpLOF
ENSG00000166278 0.77999282355586 19 19 C2 HiCpLOF
ENSG00000169393 0.780128628966909 6 6 ELSPBP1 HiCpLOF
ENSG00000145506 0.780253465187034 17 17 NKD2 HiCpLOF
ENSG00000214102 0.780326171686873 16 16 WEE2 HiCpLOF
ENSG00000181381 0.780345447717283 58 58 DDX60L HiCpLOF
ENSG00000166986 0.780374944772765 35 35 MARS1 HiCpLOF
ENSG00000135069 0.780379571433772 12 12 PSAT1 HiCpLOF
ENSG00000076650 0.780464201704958 24 24 GPATCH1 HiCpLOF
ENSG00000091536 0.780861920011601 106 106 MYO15A HiCpLOF
ENSG00000108509 0.780975267872573 20 20 CAMTA2 HiCpLOF
ENSG00000095319 0.780983039055925 22 22 NUP188 HiCpLOF
ENSG00000152556 0.781049381010685 21 21 PFKM HiCpLOF
ENSG00000086015 0.781122259965769 24 24 MAST2 HiCpLOF
ENSG00000112679 0.781388705964429 6 6 DUSP22 HiCpLOF
ENSG00000164054 0.781529815443327 9 9 SHISA5 HiCpLOF
ENSG00000144161 0.781546702002312 15 15 ZC3H8 HiCpLOF
ENSG00000024526 0.781900649966149 27 27 DEPDC1 HiCpLOF
ENSG00000163577 0.782098297909392 4 4 EIF5A2 HiCpLOF
ENSG00000188779 0.782453015095913 20 20 SKOR1 HiCpLOF
ENSG00000196169 0.782812417124955 38 38 KIF19 HiCpLOF
ENSG00000185792 0.78287212747778 43 43 NLRP9 HiCpLOF
ENSG00000263020 0.782941880783324 7 7 AL662899.2 HiCpLOF
ENSG00000167123 0.783033761058212 18 18 CERCAM HiCpLOF
ENSG00000274349 0.783092121692327 2 2 ZNF658 HiCpLOF
ENSG00000168936 0.783114139543579 13 13 TMEM129 HiCpLOF
ENSG00000065060 0.783170704684253 36 36 UHRF1BP1 HiCpLOF
ENSG00000168060 0.783571284022983 29 29 NAALADL1 HiCpLOF
ENSG00000168306 0.78360301777334 22 22 ACOX2 HiCpLOF
ENSG00000171596 0.783643177959176 13 13 NMUR1 HiCpLOF
ENSG00000183814 0.783734073675399 14 14 LIN9 HiCpLOF
ENSG00000173442 0.784120134350437 49 49 EHBP1L1 HiCpLOF
ENSG00000130958 0.784210068663795 9 9 SLC35D2 HiCpLOF
ENSG00000058729 0.784297505232242 19 19 RIOK2 HiCpLOF
ENSG00000115657 0.784326591318087 40 40 ABCB6 HiCpLOF
ENSG00000178852 0.784631567335883 23 23 EFCAB13 HiCpLOF
ENSG00000144031 0.784650382516122 12 12 ANKRD53 HiCpLOF
ENSG00000182858 0.784666946056829 12 12 ALG12 HiCpLOF
ENSG00000213066 0.784730139738405 9 9 CEP43 HiCpLOF
ENSG00000197969 0.784838540327582 66 66 VPS13A HiCpLOF
ENSG00000173728 0.785230372037829 5 5 C1orf100 HiCpLOF
ENSG00000135960 0.78539847331569 8 8 EDAR HiCpLOF
ENSG00000184164 0.785432314800955 14 14 CRELD2 HiCpLOF
ENSG00000136235 0.785599190937639 24 24 GPNMB HiCpLOF
ENSG00000166557 0.785742967428636 4 4 TMED3 HiCpLOF
ENSG00000137672 0.785811309164475 19 19 TRPC6 HiCpLOF
ENSG00000149313 0.786064165058936 5 5 AASDHPPT HiCpLOF
ENSG00000196586 0.786067153591632 26 26 MYO6 HiCpLOF
ENSG00000149577 0.786642230980779 17 17 SIDT2 HiCpLOF
ENSG00000166920 0.786725369734139 4 4 C15orf48 HiCpLOF
ENSG00000108370 0.787015922502198 20 20 RGS9 HiCpLOF
ENSG00000132205 0.787032974941761 32 32 EMILIN2 HiCpLOF
ENSG00000173531 0.787073009961599 22 22 MST1 HiCpLOF
ENSG00000129158 0.787140165963668 14 14 SERGEF HiCpLOF
ENSG00000110375 0.787173567932409 8 8 UPK2 HiCpLOF
ENSG00000198301 0.787195165741881 17 17 SDAD1 HiCpLOF
ENSG00000151503 0.787396529035536 34 34 NCAPD3 HiCpLOF
ENSG00000106772 0.787585890179301 66 66 PRUNE2 HiCpLOF
ENSG00000138061 0.78789360749956 8 8 CYP1B1 HiCpLOF
ENSG00000079819 0.788038806456688 26 26 EPB41L2 HiCpLOF
ENSG00000105672 0.788137724497135 10 10 ETV2 HiCpLOF
ENSG00000170502 0.788518148518859 10 10 NUDT9 HiCpLOF
ENSG00000188385 0.788533147591142 23 23 JAKMIP3 HiCpLOF
ENSG00000136378 0.788645569165185 36 36 ADAMTS7 HiCpLOF
ENSG00000198837 0.788652683252818 26 26 DENND4B HiCpLOF
ENSG00000186526 0.788944507054194 13 13 CYP4F8 HiCpLOF
ENSG00000142609 0.789068879972581 45 45 CFAP74 HiCpLOF
ENSG00000285188 0.789119873724285 21 21 AC008397.2 HiCpLOF
ENSG00000107890 0.789499467008699 62 62 ANKRD26 HiCpLOF
ENSG00000135436 0.789569137630543 27 27 FAM186B HiCpLOF
ENSG00000163631 0.789678824079866 14 14 ALB HiCpLOF
ENSG00000088756 0.790032896477318 27 27 ARHGAP28 HiCpLOF
ENSG00000181038 0.790166108917844 10 10 METTL23 HiCpLOF
ENSG00000137204 0.790331185012313 14 14 SLC22A7 HiCpLOF
ENSG00000138111 0.790581850588795 16 16 MFSD13A HiCpLOF
ENSG00000185615 0.790944114710198 38 38 PDIA2 HiCpLOF
ENSG00000183963 0.791143631489369 26 26 SMTN HiCpLOF
ENSG00000184661 0.791159144204722 16 16 CDCA2 HiCpLOF
ENSG00000102452 0.791170312991296 34 34 NALCN HiCpLOF
ENSG00000092094 0.791229928840708 8 8 OSGEP HiCpLOF
ENSG00000074855 0.791287018860383 10 10 ANO8 HiCpLOF
ENSG00000072210 0.791290079579807 10 10 ALDH3A2 HiCpLOF
ENSG00000181693 0.791388525934345 6 6 OR8H1 HiCpLOF
ENSG00000077044 0.79143398041438 19 19 DGKD HiCpLOF
ENSG00000173915 0.791805099542947 6 6 ATP5MD HiCpLOF
ENSG00000196859 0.791830807191025 11 11 KRT39 HiCpLOF
ENSG00000100196 0.791872065737937 14 14 KDELR3 HiCpLOF
ENSG00000106624 0.792024233983816 28 28 AEBP1 HiCpLOF
ENSG00000120314 0.79207259482435 9 9 WDR55 HiCpLOF
ENSG00000180347 0.792135414162685 38 38 ITPRID1 HiCpLOF
ENSG00000135773 0.792183849904378 15 15 CAPN9 HiCpLOF
ENSG00000033100 0.792327718438751 20 20 CHPF2 HiCpLOF
ENSG00000137877 0.792408488124374 154 154 SPTBN5 HiCpLOF
ENSG00000119681 0.792505710362214 37 37 LTBP2 HiCpLOF
ENSG00000232125 0.792695681376086 17 17 DYTN HiCpLOF
ENSG00000137225 0.792939574373772 23 23 CAPN11 HiCpLOF
ENSG00000119185 0.793094736530893 12 12 ITGB1BP1 HiCpLOF
ENSG00000161714 0.793106962637739 15 15 PLCD3 HiCpLOF
ENSG00000144649 0.7934791848837 26 26 GASK1A HiCpLOF
ENSG00000128536 0.793524604297299 21 21 CDHR3 HiCpLOF
ENSG00000006576 0.7936158012671 11 11 PHTF2 HiCpLOF
ENSG00000129993 0.793642167957489 11 11 CBFA2T3 HiCpLOF
ENSG00000103227 0.793719796858154 24 24 LMF1 HiCpLOF
ENSG00000214435 0.793929718471942 9 9 AS3MT HiCpLOF
ENSG00000114978 0.794780795491119 6 6 MOB1A HiCpLOF
ENSG00000129910 0.794942445129022 23 23 CDH15 HiCpLOF
ENSG00000107099 0.794994727328306 39 39 DOCK8 HiCpLOF
ENSG00000043514 0.795034116322933 13 13 TRIT1 HiCpLOF
ENSG00000163012 0.795115358339845 5 5 ZSWIM2 HiCpLOF
ENSG00000088836 0.795203214472564 24 24 SLC4A11 HiCpLOF
ENSG00000204290 0.795272229025994 13 13 BTNL2 HiCpLOF
ENSG00000253309 0.795344932608253 14 14 SERPINE3 HiCpLOF
ENSG00000092068 0.795350592371806 13 13 SLC7A8 HiCpLOF
ENSG00000135124 0.795392146851713 17 17 P2RX4 HiCpLOF
ENSG00000005884 0.795471944042456 28 28 ITGA3 HiCpLOF
ENSG00000173338 0.795744370289318 10 10 KCNK7 HiCpLOF
ENSG00000101452 0.795823105177105 22 22 DHX35 HiCpLOF
ENSG00000168803 0.7958362827273 12 12 ADAL HiCpLOF
ENSG00000112796 0.795893437736506 5 5 ENPP5 HiCpLOF
ENSG00000196754 0.795906567141587 6 6 S100A2 HiCpLOF
ENSG00000136237 0.796003713722757 17 17 RAPGEF5 HiCpLOF
ENSG00000183760 0.796158067381676 21 21 ACP7 HiCpLOF
ENSG00000162910 0.796606998719648 9 9 MRPL55 HiCpLOF
ENSG00000144597 0.796784467110496 11 11 EAF1 HiCpLOF
ENSG00000100099 0.796900617049304 16 16 HPS4 HiCpLOF
ENSG00000164465 0.797046702574151 12 12 DCBLD1 HiCpLOF
ENSG00000262209 0.797677991751715 26 26 PCDHGB3 HiCpLOF
ENSG00000108654 0.797736889271932 2 2 DDX5 HiCpLOF
ENSG00000215252 0.797787886753179 9 9 GOLGA8B HiCpLOF
ENSG00000176029 0.797845840316684 20 20 C11orf16 HiCpLOF
ENSG00000185442 0.797919150101846 15 15 FAM174B HiCpLOF
ENSG00000215148 0.798034599569579 9 9 PRSS41 HiCpLOF
ENSG00000150672 0.79825217350286 13 13 DLG2 HiCpLOF
ENSG00000173826 0.798712743896642 31 31 KCNH6 HiCpLOF
ENSG00000108417 0.79875922575591 13 13 KRT37 HiCpLOF
ENSG00000181652 0.798772091617937 49 49 ATG9B HiCpLOF
ENSG00000185306 0.798905372822679 21 21 C12orf56 HiCpLOF
ENSG00000213471 0.799043665008449 32 32 TTLL13P HiCpLOF
ENSG00000167676 0.799058201618071 45 45 PLIN4 HiCpLOF
ENSG00000096696 0.799205720631069 28 28 DSP HiCpLOF
ENSG00000149150 0.799567168158684 12 12 SLC43A1 HiCpLOF
ENSG00000253831 0.799670580122014 7 7 ETV3L HiCpLOF
ENSG00000214814 0.799797198823154 65 65 FER1L6 HiCpLOF
ENSG00000170044 0.799908968481601 9 9 ZPLD1 HiCpLOF
ENSG00000162461 0.800086814976599 6 6 SLC25A34 HiCpLOF
ENSG00000182534 0.800346768560324 17 17 MXRA7 HiCpLOF
ENSG00000111846 0.80046366463359 57 57 GCNT2 HiCpLOF
ENSG00000103657 0.800507584934225 32 32 HERC1 HiCpLOF
ENSG00000010932 0.800702407064363 11 11 FMO1 HiCpLOF
ENSG00000159267 0.800748607683984 12 12 HLCS HiCpLOF
ENSG00000186838 0.800797043099021 7 7 SELENOV HiCpLOF
ENSG00000242441 0.801223344339177 18 18 GTF2A1L HiCpLOF
ENSG00000160111 0.801306163202798 67 67 CPAMD8 HiCpLOF
ENSG00000170509 0.801760477840875 11 11 HSD17B13 HiCpLOF
ENSG00000165533 0.801812761896835 6 6 TTC8 HiCpLOF
ENSG00000105483 0.801934182910999 16 16 CARD8 HiCpLOF
ENSG00000135631 0.802090427440336 21 21 RAB11FIP5 HiCpLOF
ENSG00000134684 0.802450193761961 13 13 YARS1 HiCpLOF
ENSG00000070540 0.802486057142008 13 13 WIPI1 HiCpLOF
ENSG00000197013 0.802671820925841 32 32 ZNF429 HiCpLOF
ENSG00000169247 0.802956077315826 30 30 SH3TC2 HiCpLOF
ENSG00000185666 0.803038355106895 7 7 SYN3 HiCpLOF
